body,title,url
"
Cancún.- El Gobierno de Quintana Roo, a través de la Secretaría de Seguridad Pública, ofreció como recompensa un millón de pesos a quien brinde información sobre el ataque a balazos que sufrieron hoy dos policías en el fraccionamiento La Joya, en la ciudad de Cancún, hecho que dejó como saldo la muerte de uno de los agentes.
Los dos elementos de la Policía Quintana Roo patrullaban las calles del mencionado fraccionamiento, ubicado en la Región 255 de la ciudad, a bordo de un par de motocicletas, cuando fueron atacados a tiros por sujetos desconocidos, quienes viajaban a bordo de una camioneta.
Los oficiales fueron auxiliados y trasladado al Hospital General Jesús Kumate, pero uno de ellos falleció.
A través de su cuenta de twitter, el secretario estatal de Seguridad Pública, Alberto Capella, ofreció un millón de pesos a quien proporcione “información fidedigna” sobre el ataque sufrido por sus elementos y garantizó que se cuidará la identidad de quienes aporten elementos sobre lo sucedido.
“Con profunda tristeza e indignación informo el fallecimiento de nuestro compañero Albin Iván López Valenzuela, quien fuera atacado cobardemente junto con su compañero pasadas las 11 horas del día de hoy, en Benito Juárez (Cancún). Les garantizo que daremos con los responsables.
En otro twitter publicó fotos de una camioneta y un arma que, presuntamente, están relacionados con los hechos y reiteró que la denuncia anónima será recibida en el número 089.
Debido a que los policías pertenecían a la Secretaría de Seguridad Pública del ayuntamiento de Benito Juárez, con cabecera en Cancún, el gobierno municipal se hará cargo del apoyo a las familias del agente que falleció y del que sigue con vida, indicó el secretario general de la comuna, Jorge Aguilar Osorio.
El dinero de la recompensa será aportado por el gobierno estatal, que lo ofreció, aclaró el funcionario.
 

Con profunda tristeza e indignación informo el fallecimiento de nuestro compañero Albin Ivan López Valenzuela quien fuera atacado cobardemente junto con su compañero pasadas las 11 horas del día de hoy en Benito Juárez. Les garantizo que daremos con los responsables. pic.twitter.com/gjj6F58Arq
 — Alberto Capella (@kpya) September 29, 2019


afcl
",Ofrecen recompensa de 1 mdp a quien informe sobre ataque a dos policías en Cancún,http://www.eluniversal.com.mx/estados/ofrecen-recompensa-de-1-mdp-quien-informe-sobre-ataque-dos-policias-en-cancun
